,Unnamed: 0,User ID,Trump,Biden,Democratic,Republican,Label
331,331,3416289634,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
332,332,38489899,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
333,333,107267388,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
334,334,1231652456532193283,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
335,335,170538781,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
336,336,2280801630,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
337,337,316654842,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
338,338,1132684765776113664,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
339,339,110717042,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
340,340,72662105,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
341,341,28012556,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
342,342,178261008,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
343,343,11861072,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
344,344,1235026267583508481,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
345,345,15953511,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
346,346,93377846,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
347,347,2155811011,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
348,348,355162674,Dislike,Non-mentioned,Dislike,Non-mentioned,Neutral
349,349,1379780006,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
350,350,14691200,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
351,351,72829253,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
352,352,1213994215719391233,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
353,353,29371474,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
354,354,33526377,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
355,355,215424405,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
356,356,416004644,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
357,357,1066083371242135554,Dislike,Like,Non-mentioned,Dislike,Neutral
358,358,174016889,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
359,359,244470281,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
360,360,253602327,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
361,361,563008766,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
362,362,85700794,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
363,363,1072034781226065921,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
364,364,324546643,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
365,365,69429550,Dislike,Non-mentioned,Non-mentioned,Swing,Neutral
366,366,228583088,Dislike,Like,Like,Non-mentioned,Neutral
367,367,3115860911,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
368,368,2317979726,Dislike,Non-mentioned,Dislike,Non-mentioned,Neutral
369,369,756860606246821889,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
370,370,1218955173218775041,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
371,371,1139387944605667329,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
372,372,963601469286092800,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
373,373,53833995,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
374,374,81337287,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
375,375,2658706963,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
376,376,1156624759637118976,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
377,377,20696080,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
378,378,742775337357082624,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
379,379,2343343740,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
380,380,881805403117428736,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
381,381,884845733148585984,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
382,382,170079893,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
383,383,17509312,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
384,384,1095917312358711297,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
385,385,1073141557,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
386,386,1668512389,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
387,387,381797742,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
388,388,22359258,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
389,389,2434421515,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
390,390,1222766421094162433,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
391,391,276199413,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
392,392,626714928,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
393,393,1938045824,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
394,394,448789047,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
395,395,991438909841199104,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
396,396,77279666,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
397,397,16893686,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
398,398,3061503509,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
399,399,908667601148108800,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
400,400,1468323792,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
401,401,176403690,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
402,402,838468643482648576,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
403,403,265648417,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
404,404,391616471,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
405,405,370762459,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
406,406,819766283730198528,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
407,407,1122920953284001799,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
408,408,3071486719,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
409,409,1052051827,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
410,410,1222918635905265668,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
411,411,1564533109,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
412,412,871993473993367554,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
413,413,23600610,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
414,414,28461823,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
415,415,3289077582,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
416,416,214708464,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
417,417,2321294228,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
418,418,89967583,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
419,419,22162815,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
420,420,925786979010334721,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
421,421,931826226146066432,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
422,422,26174841,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
423,423,2366623854,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
424,424,541210499,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
425,425,805780479496568832,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
426,426,797001572802670592,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
427,427,1200141033004294147,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
428,428,385425483,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
429,429,1365105128,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
430,430,35764870,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
431,431,380653535,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
432,432,324652424,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
433,433,1210184073995571200,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
434,434,3084936311,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
435,435,2555421992,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
436,436,854340391084150784,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
437,437,20663063,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
438,438,143267438,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
439,439,308203453,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
440,440,314579793,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
441,441,4208704754,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
442,442,18466839,Dislike,Swing,Non-mentioned,Like,Neutral
443,443,40929352,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
444,444,241223988,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
445,445,1236115182935371776,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
446,446,34834108,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
447,447,394133967,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
448,448,16712355,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
449,449,620474554,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
450,450,860495926049341440,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
451,451,108751305,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
452,452,28668779,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
453,453,446119193,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
454,454,1209253164924338176,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
455,455,289023830,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
456,456,708469655640211457,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
457,457,277272375,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
458,458,2705244898,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
459,459,27160384,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
460,460,29269626,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
461,461,30908177,Dislike,Like,Non-mentioned,Dislike,Neutral
462,462,881652568719581186,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
463,463,202350681,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
464,464,513301999,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
465,465,1234707616044961792,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
466,466,742175118890242048,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
467,467,478578230,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
468,468,23712811,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
469,469,877837417906143232,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
470,470,466883008,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
471,471,612498975,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
472,472,308728624,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
473,473,2313566358,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
474,474,3011507000,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
475,475,1070057579735367680,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
476,476,235836160,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
477,477,3421280825,Dislike,Dislike,Dislike,Non-mentioned,Neutral
478,478,300073760,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
479,479,1129876007417024512,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
480,480,2991320265,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
481,481,1911660954,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
482,482,88527136,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
483,483,30333162,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
484,484,29174698,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
485,485,3378906587,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
486,486,620472781,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
487,487,757303975,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
488,488,54965531,Dislike,Dislike,Dislike,Non-mentioned,Neutral
489,489,815057115060371456,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
490,490,1154404119047577600,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
491,491,1143203787412312065,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
492,492,221148689,Dislike,Like,Dislike,Non-mentioned,Neutral
493,493,64544905,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
494,494,343431471,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
495,495,1231276663763193856,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
496,496,27850409,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
497,497,2349071065,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
498,498,28062524,Dislike,Non-mentioned,Non-mentioned,Like,Neutral
499,499,5994722,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
500,500,3232216225,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
501,501,23509189,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
502,502,256203324,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
503,503,320694748,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
504,504,17834404,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
505,505,196092448,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
506,506,50386061,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
507,507,635140045,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
508,508,1223133369984155649,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
509,509,20211033,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
510,510,1055244643292663810,Dislike,Swing,Like,Non-mentioned,Neutral
511,511,331113029,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
512,512,1072773216370860032,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
513,513,1215086582039896064,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
514,514,1969523497,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
515,515,38393107,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
516,516,1142936152606986241,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
517,517,122738342,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
518,518,560018475,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
519,519,18307680,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
520,520,3401675529,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
521,521,1460417954,Dislike,Like,Non-mentioned,Like,Neutral
522,522,869406004437549056,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
523,523,875525064,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
524,524,809801857593962496,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
525,525,82861206,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
526,526,1183371137369202690,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
527,527,895683334264770560,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
528,528,1634913109,Dislike,Non-mentioned,Dislike,Non-mentioned,Neutral
529,529,883337908803043329,Dislike,Like,Like,Non-mentioned,Neutral
530,530,2445249750,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
531,531,2934371868,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
532,532,900487230,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
533,533,3309368371,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
534,534,216080143,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
535,535,2838926055,Dislike,Dislike,Non-mentioned,Like,Neutral
536,536,22217781,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
537,537,101102462,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
538,538,349910277,Dislike,Non-mentioned,Swing,Non-mentioned,Neutral
539,539,2183871751,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
540,540,928501168623509505,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
541,541,168732168,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
542,542,229891157,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
543,543,22874537,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
544,544,240199983,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
545,545,380768230,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
546,546,246583611,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
547,547,20668906,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
548,548,40962113,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
549,549,375155337,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
550,550,3038899705,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
551,551,819791574724771841,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
552,552,16651373,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
553,553,863528809,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
554,554,167533151,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
555,555,4805628697,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
556,556,1681673714,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
557,557,874631980754780160,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
558,558,2352524736,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
559,559,721533584138342400,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
560,560,41946306,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
561,561,2821610217,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
562,562,22091828,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
563,563,25415694,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
564,564,1954768770,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
565,565,742803055356219392,Dislike,Non-mentioned,Non-mentioned,Dislike,Neutral
566,566,215162051,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
567,567,1068415589667012608,Dislike,Swing,Non-mentioned,Non-mentioned,Neutral
568,568,174342273,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
569,569,4780848218,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
570,570,44666981,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
571,571,81027600,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
572,572,1208479332341039105,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
573,573,2491950606,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
574,574,2314021046,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
575,575,47598224,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
576,576,1043646514411778048,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
577,577,1189935811476836353,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
578,578,45737932,Dislike,Non-mentioned,Like,Dislike,Neutral
579,579,847665134839279621,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
580,580,1720423958,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
581,581,2307989159,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
582,582,840389631887712257,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
583,583,272741662,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
584,584,1115452795388170240,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
585,585,1002363926770790400,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
586,586,16708905,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
587,587,1237812064309129216,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
588,588,3105101469,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
589,589,117012194,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
590,590,468523366,Dislike,Dislike,Non-mentioned,Non-mentioned,Neutral
591,591,787675807611138048,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
592,592,803288220691615744,Dislike,Like,Non-mentioned,Non-mentioned,Neutral
593,593,26191978,Dislike,Non-mentioned,Like,Non-mentioned,Neutral
594,594,2915913464,Dislike,Non-mentioned,Swing,Dislike,Neutral
595,595,1192921817255727104,Dislike,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
